baseline_id,target,feature_set,model,reference,reproduction_level,paper_supported_component,project_adaptation_component,claim_allowed,claim_not_allowed,status,notes,n_train,n_features,val_MAE,val_RMSE,val_R2,val_Spearman_rho,val_Pearson_r,val_log_MAE,n_val,test_MAE,test_RMSE,test_R2,test_Spearman_rho,test_Pearson_r,test_log_MAE,n_test,run_dir
C2-ProjectInputCrossAttention,popularity,metadata_text_image,project_input_cross_attention,"Madongo, Tang & Hassan 2023",adapted,Madongo et al. 2023 supports cross-modal attention transformer fusion with auxiliary metadata-related factors for box-office prediction.,"Project synopsis/text and cover/banner image embeddings are fused through explicit bidirectional text-image cross-attention blocks, then metadata conditions the final modality-gated fusion.",Project-input CTNN-style cross-attention proxy that keeps this project's metadata/text/image input contract while moving closer to the paper's cross-modal attention motivation.,"Do not claim exact CTNN reproduction; this implementation uses anime project embeddings, metadata-conditioned gating, and regression targets instead of the paper's movie review/poster pipeline and box-office class setup.",ok,,12729,1559,12710.7661,34911.1465,0.4189,0.8533,0.74,0.9,2637,11044.714,28422.3552,0.4165,0.8473,0.6526,0.9887,2808,.exp/baseline/results/v2_01_3
C2-ProjectInputCrossAttention,meanScore,metadata_text_image,project_input_cross_attention,"Madongo, Tang & Hassan 2023",adapted,Madongo et al. 2023 supports cross-modal attention transformer fusion with auxiliary metadata-related factors for box-office prediction.,"Project synopsis/text and cover/banner image embeddings are fused through explicit bidirectional text-image cross-attention blocks, then metadata conditions the final modality-gated fusion.",Project-input CTNN-style cross-attention proxy that keeps this project's metadata/text/image input contract while moving closer to the paper's cross-modal attention motivation.,"Do not claim exact CTNN reproduction; this implementation uses anime project embeddings, metadata-conditioned gating, and regression targets instead of the paper's movie review/poster pipeline and box-office class setup.",ok,,12729,1559,7.3054,9.2084,0.3162,0.5953,0.6109,,2637,8.4384,10.5345,0.0087,0.4837,0.4969,,2808,.exp/baseline/results/v2_01_3
C2-ProjectInputRecurrentFusion,popularity,metadata_text_image,project_input_recurrent_fusion,"Madongo, Tang & Hassan 2023",adapted,Madongo et al. 2023 describes cross-modal attention transformer fusion together with recurrent-style fusion and metadata-related factors.,"Project metadata/text/image embeddings are fused with bidirectional text-image cross-attention, then a GRU recurrent fusion step refines the text/image/metadata token sequence before regression.",Project-input CTNN-style recurrent fusion proxy that keeps this project's input contract while covering the paper's recurrent-fusion motivation.,Do not claim exact CTNN reproduction; this row keeps anime embeddings and regression targets and does not use the paper's movie review/poster feature extraction or box-office class setup.,ok,,12729,1559,12154.3451,32678.2665,0.4909,0.8572,0.7485,0.8787,2637,11302.3265,28605.0636,0.409,0.8479,0.6455,0.994,2808,.exp/baseline/results/v2_01_4
C2-ProjectInputRecurrentFusion,meanScore,metadata_text_image,project_input_recurrent_fusion,"Madongo, Tang & Hassan 2023",adapted,Madongo et al. 2023 describes cross-modal attention transformer fusion together with recurrent-style fusion and metadata-related factors.,"Project metadata/text/image embeddings are fused with bidirectional text-image cross-attention, then a GRU recurrent fusion step refines the text/image/metadata token sequence before regression.",Project-input CTNN-style recurrent fusion proxy that keeps this project's input contract while covering the paper's recurrent-fusion motivation.,Do not claim exact CTNN reproduction; this row keeps anime embeddings and regression targets and does not use the paper's movie review/poster feature extraction or box-office class setup.,ok,,12729,1559,7.4568,9.4226,0.284,0.5747,0.5918,,2637,8.9897,11.2596,-0.1324,0.4373,0.4512,,2808,.exp/baseline/results/v2_01_4
C2-CTNN-Lite,popularity,text_image,cross_modal_transformer,"Madongo, Tang & Hassan 2023",adapted,Madongo et al. 2023 supports poster/review cross-modal attention transformer fusion for entertainment outcome prediction.,Project text and image embeddings are projected into two modality tokens and fused with a lightweight TransformerEncoder regression head; this omits the paper's full CTNN/recurrent-fusion design.,Lightweight cross-modal transformer fusion baseline adapted from poster-text box-office prediction literature.,"Do not claim exact CTNN reproduction; this implementation uses precomputed project embeddings, a simplified two-token transformer fusion head, and anime regression targets.",ok,,12729,1408,16148.4641,41445.4219,0.181,0.757,0.508,1.1784,2637,14129.7782,33698.0024,0.1798,0.7301,0.4536,1.2976,2808,.exp/baseline/results/v2_01_5
C2-CTNN-Lite,meanScore,text_image,cross_modal_transformer,"Madongo, Tang & Hassan 2023",adapted,Madongo et al. 2023 supports poster/review cross-modal attention transformer fusion for entertainment outcome prediction.,Project text and image embeddings are projected into two modality tokens and fused with a lightweight TransformerEncoder regression head; this omits the paper's full CTNN/recurrent-fusion design.,Lightweight cross-modal transformer fusion baseline adapted from poster-text box-office prediction literature.,"Do not claim exact CTNN reproduction; this implementation uses precomputed project embeddings, a simplified two-token transformer fusion head, and anime regression targets.",ok,,12729,1408,8.6611,10.8296,0.0542,0.4047,0.417,,2637,9.5143,11.8327,-0.2506,0.303,0.3135,,2808,.exp/baseline/results/v2_01_5
C3-RAG-None-XGB,popularity,metadata_text_image_rag_none,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP includes a non-retrieval control and retrieval-augmented popularity prediction setup.,Project full multimodal metadata/text/image features plus schema-compatible no-retrieval RAG features.,No-RAG control for a SKAPP-inspired retrieval ablation.,Do not claim SKAPP reproduction; this row has no retrieval and no RRCP/VL-GNN/RRCP-Attention.,ok,,12729,1567,11413.7194,31503.7401,0.5268,0.8613,0.7736,0.8608,2637,9584.3608,25714.1898,0.5224,0.8584,0.7337,0.8977,2808,.exp/baseline/results/v2_01_6
C3-RAG-None-XGB,meanScore,metadata_text_image_rag_none,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP includes a non-retrieval control and retrieval-augmented popularity prediction setup.,Project full multimodal metadata/text/image features plus schema-compatible no-retrieval RAG features.,No-RAG control for a SKAPP-inspired retrieval ablation.,Do not claim SKAPP reproduction; this row has no retrieval and no RRCP/VL-GNN/RRCP-Attention.,ok,,12729,1567,7.378,9.3172,0.2999,0.5809,0.6105,,2637,8.4819,10.6057,-0.0047,0.5175,0.5337,,2808,.exp/baseline/results/v2_01_6
C3-RAG-Sparse-XGB,popularity,metadata_text_image_rag_sparse,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP motivates metadata-aware retrieval beyond vanilla semantic retrieval.,"Offline train-set knowledge base retrieval using genre, studio, voice actor, and source overlap with temporal filtering.",Sparse metadata retrieval baseline inspired by SKAPP's meta retriever.,"Do not claim SKAPP reproduction; this lacks RRCP selection, VL-GNN context learning, and RRCP-Attention.",ok,,12729,1643,9746.8856,26621.5252,0.6621,0.8902,0.819,0.79,2637,9564.7193,23998.2072,0.584,0.8699,0.7708,0.9463,2808,.exp/baseline/results/v2_01_7
C3-RAG-Sparse-XGB,meanScore,metadata_text_image_rag_sparse,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP motivates metadata-aware retrieval beyond vanilla semantic retrieval.,"Offline train-set knowledge base retrieval using genre, studio, voice actor, and source overlap with temporal filtering.",Sparse metadata retrieval baseline inspired by SKAPP's meta retriever.,"Do not claim SKAPP reproduction; this lacks RRCP selection, VL-GNN context learning, and RRCP-Attention.",ok,,12729,1643,6.8704,8.7218,0.3865,0.6331,0.6551,,2637,8.3676,10.4115,0.0317,0.5193,0.5381,,2808,.exp/baseline/results/v2_01_7
C3-RAG-Dense-XGB,popularity,metadata_text_image_rag_dense,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP compares against vanilla semantic retrieval and improves it with selective retrieval knowledge augmentation.,Offline dense retrieval using project text embeddings over temporally valid train-set items.,Dense semantic retrieval baseline inspired by the retrieval comparison in SKAPP.,Do not claim SKAPP reproduction; this is vanilla semantic retrieval without RRCP/VL-GNN/RRCP-Attention.,ok,,12729,1643,11468.9029,31630.8836,0.523,0.8602,0.7726,0.863,2637,10068.9599,26980.2848,0.4742,0.8517,0.7015,0.9178,2808,.exp/baseline/results/v2_01_8
C3-RAG-Dense-XGB,meanScore,metadata_text_image_rag_dense,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP compares against vanilla semantic retrieval and improves it with selective retrieval knowledge augmentation.,Offline dense retrieval using project text embeddings over temporally valid train-set items.,Dense semantic retrieval baseline inspired by the retrieval comparison in SKAPP.,Do not claim SKAPP reproduction; this is vanilla semantic retrieval without RRCP/VL-GNN/RRCP-Attention.,ok,,12729,1643,7.2845,9.2334,0.3125,0.5891,0.6144,,2637,8.4275,10.563,0.0034,0.5172,0.5348,,2808,.exp/baseline/results/v2_01_8
C3-RAG-Hybrid-XGB,popularity,metadata_text_image_rag_hybrid,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP motivates combining multimodal semantics and metadata/context for retrieval-augmented popularity prediction.,Offline hybrid retrieval fusing sparse metadata overlap and dense text-embedding retrieval with reciprocal-rank fusion.,Hybrid retrieval baseline inspired by SKAPP's meta retrieval motivation.,"Do not claim SKAPP reproduction; this lacks RRCP selection, VL-GNN context learning, and RRCP-Attention.",ok,,12729,1643,11153.7563,30334.0871,0.5613,0.8641,0.7805,0.8586,2637,10298.5317,27239.7432,0.464,0.8487,0.6926,0.95,2808,.exp/baseline/results/v2_01_9
C3-RAG-Hybrid-XGB,meanScore,metadata_text_image_rag_hybrid,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP motivates combining multimodal semantics and metadata/context for retrieval-augmented popularity prediction.,Offline hybrid retrieval fusing sparse metadata overlap and dense text-embedding retrieval with reciprocal-rank fusion.,Hybrid retrieval baseline inspired by SKAPP's meta retrieval motivation.,"Do not claim SKAPP reproduction; this lacks RRCP selection, VL-GNN context learning, and RRCP-Attention.",ok,,12729,1643,6.9653,8.87,0.3655,0.6276,0.6468,,2637,8.4433,10.5279,0.01,0.5367,0.5529,,2808,.exp/baseline/results/v2_01_9
C3-RAG-Selective-XGB,popularity,metadata_text_image_rag_selective,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP motivates selective retrieval knowledge augmentation to reduce noisy retrieved context.,"Offline sparse metadata retrieval with temporal filtering, followed by median-threshold filtering of low-contribution top-k candidates before feature aggregation.",Selective sparse retrieval baseline inspired by SKAPP's RRCP-style filtering motivation.,Do not claim SKAPP or RRCP reproduction; this uses a simple deterministic contribution proxy and lacks VL-GNN context learning and RRCP-Attention.,ok,,12729,1643,9660.854,26417.2429,0.6673,0.8894,0.823,0.7926,2637,9520.2222,23821.163,0.5901,0.8719,0.7782,0.943,2808,.exp/baseline/results/v2_01_10
C3-RAG-Selective-XGB,meanScore,metadata_text_image_rag_selective,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP motivates selective retrieval knowledge augmentation to reduce noisy retrieved context.,"Offline sparse metadata retrieval with temporal filtering, followed by median-threshold filtering of low-contribution top-k candidates before feature aggregation.",Selective sparse retrieval baseline inspired by SKAPP's RRCP-style filtering motivation.,Do not claim SKAPP or RRCP reproduction; this uses a simple deterministic contribution proxy and lacks VL-GNN context learning and RRCP-Attention.,ok,,12729,1643,6.8478,8.7104,0.3882,0.634,0.6544,,2637,8.309,10.3573,0.0418,0.5234,0.5415,,2808,.exp/baseline/results/v2_01_10
C3-ProjectInputSKAPPProxy-XGB,popularity,metadata_text_image_rag_skapp_proxy,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP motivates selective retrieval knowledge augmentation with contribution-aware retrieved-context refinement.,"Project historical-anime retrieval using sparse+dense hybrid candidates, a train-only learned contribution scorer, contribution-threshold filtering, and attention-weighted retrieved-context aggregation before XGBoost fusion.",Project-input SKAPP-style retrieval/context-fusion proxy with learned contribution filtering and attention-weighted retrieved aggregates.,"Do not claim SKAPP reproduction, RRCP reproduction, VL-GNN reproduction, or RRCP-Attention reproduction; this keeps project anime inputs and uses aggregate attention-weighted features rather than a graph neural context module.",ok,,12729,1652,10751.025,29557.99,0.5835,0.8749,0.7886,0.827,2637,10121.7524,25847.4864,0.5174,0.8563,0.7229,0.9682,2808,.exp/baseline/results/v2_01_11
C3-ProjectInputSKAPPProxy-XGB,meanScore,metadata_text_image_rag_skapp_proxy,xgboost,Xu et al. 2025 SKAPP,inspired,SKAPP motivates selective retrieval knowledge augmentation with contribution-aware retrieved-context refinement.,"Project historical-anime retrieval using sparse+dense hybrid candidates, a train-only learned contribution scorer, contribution-threshold filtering, and attention-weighted retrieved-context aggregation before XGBoost fusion.",Project-input SKAPP-style retrieval/context-fusion proxy with learned contribution filtering and attention-weighted retrieved aggregates.,"Do not claim SKAPP reproduction, RRCP reproduction, VL-GNN reproduction, or RRCP-Attention reproduction; this keeps project anime inputs and uses aggregate attention-weighted features rather than a graph neural context module.",ok,,12729,1652,6.6906,8.5504,0.4104,0.6482,0.6632,,2637,8.263,10.3281,0.0472,0.5217,0.5386,,2808,.exp/baseline/results/v2_01_11
C1-Armenta-ProjectInputReconstruction,popularity,metadata_gpt2_resnet50_image,armenta_project_input_mlp,Armenta-Segura & Sidorov 2025,structure_complete_project_input,"Armenta-Segura & Sidorov 2025 uses GPT-2 synopsis features, ResNet-50 visual features, a context/character MLP stage, and a Big MLP with 768->384->192->96->48->24->12->6 hidden widths.","This reconstruction keeps this project's metadata/synopsis/cover/banner input contract, rebuilds synopsis embeddings with GPT-2 hidden states, uses ImageNet ResNet-50 cover/banner features, and preserves the Armenta-shaped branch plus Big MLP topology.","Structure-complete project-input reconstruction of the Armenta fusion route: GPT-2-style synopsis branch, ResNet-50 visual branch, project-context MLP, and Armenta Big MLP under the project's temporal split.","Do not claim exact paper reproduction or numerical comparability; this still replaces main-character descriptions/portraits with project metadata and cover/banner images, and it uses this project's popularity/meanScore targets.",ok,,13321,5017,12342.6419,34073.1863,0.3974,0.835,0.713,0.9625,2918,10501.5398,27807.046,0.3963,0.8149,0.6414,1.0244,3087,.exp/baseline/results/v2_01_12
C1-Armenta-ProjectInputReconstruction,meanScore,metadata_gpt2_resnet50_image,armenta_project_input_mlp,Armenta-Segura & Sidorov 2025,structure_complete_project_input,"Armenta-Segura & Sidorov 2025 uses GPT-2 synopsis features, ResNet-50 visual features, a context/character MLP stage, and a Big MLP with 768->384->192->96->48->24->12->6 hidden widths.","This reconstruction keeps this project's metadata/synopsis/cover/banner input contract, rebuilds synopsis embeddings with GPT-2 hidden states, uses ImageNet ResNet-50 cover/banner features, and preserves the Armenta-shaped branch plus Big MLP topology.","Structure-complete project-input reconstruction of the Armenta fusion route: GPT-2-style synopsis branch, ResNet-50 visual branch, project-context MLP, and Armenta Big MLP under the project's temporal split.","Do not claim exact paper reproduction or numerical comparability; this still replaces main-character descriptions/portraits with project metadata and cover/banner images, and it uses this project's popularity/meanScore targets.",ok,,13321,5017,8.912,11.2374,0.0719,0.5413,0.5273,,2918,10.5367,13.1691,-0.4982,0.4447,0.4278,,3087,.exp/baseline/results/v2_01_12
C2-ProjectInputCTNNReconstruction,popularity,metadata_gpt2_resnet50_image,project_input_ctnn_reconstruction,"Madongo, Tang & Hassan 2023",structure_complete_project_input,"Madongo et al. 2023 CTNN combines text/poster transformer encoders, cross-modal attention transformer fusion, recurrent fusion, and metadata-related factors for box-office prediction.","This reconstruction keeps project synopsis/cover/banner/metadata inputs, uses GPT-2 synopsis embeddings and ResNet-50 cover/banner features, restores separate modality transformer encoders, bidirectional text-image cross-attention, GRU recurrent fusion, and metadata factor gating.","Structure-complete project-input reconstruction of the CTNN route under anime inputs: transformer modality encoders, cross-modal attention, recurrent fusion, and metadata factor conditioning.","Do not claim exact CTNN reproduction or numerical comparability; this does not use movie reviews, movie posters, box-office classes, or the original dataset.",ok,,13321,5017,10423.382,28693.5061,0.5727,0.8654,0.7864,0.8603,2918,10448.2886,27281.7552,0.4189,0.8481,0.6671,0.9725,3087,.exp/baseline/results/v2_01_13
C2-ProjectInputCTNNReconstruction,meanScore,metadata_gpt2_resnet50_image,project_input_ctnn_reconstruction,"Madongo, Tang & Hassan 2023",structure_complete_project_input,"Madongo et al. 2023 CTNN combines text/poster transformer encoders, cross-modal attention transformer fusion, recurrent fusion, and metadata-related factors for box-office prediction.","This reconstruction keeps project synopsis/cover/banner/metadata inputs, uses GPT-2 synopsis embeddings and ResNet-50 cover/banner features, restores separate modality transformer encoders, bidirectional text-image cross-attention, GRU recurrent fusion, and metadata factor gating.","Structure-complete project-input reconstruction of the CTNN route under anime inputs: transformer modality encoders, cross-modal attention, recurrent fusion, and metadata factor conditioning.","Do not claim exact CTNN reproduction or numerical comparability; this does not use movie reviews, movie posters, box-office classes, or the original dataset.",ok,,13321,5017,7.2447,9.2644,0.3692,0.616,0.6304,,2918,8.3066,10.4642,0.0541,0.5269,0.5429,,3087,.exp/baseline/results/v2_01_13
C3-ProjectInputSKAPPGraphProxy,popularity,metadata_text_image_rag_skapp_graph_proxy,project_input_skapp_graph_proxy,Xu et al. 2025 SKAPP,adapted,"SKAPP source code uses per-query retrieved visual/textual tensors, retrieved labels, RRCP threshold masking, a variable-length graph module, and RRCP-attention prediction.","Project anime metadata/text/image inputs are combined with fixed top-k train-only retrieved context tensors; a torch proxy applies RRCP-style masks, learned graph adjacency over query and retrieved tokens, and contribution-aware attention before regression.",Closest current project-input SKAPP architecture proxy: retrieved tensors plus RRCP-mask and graph/attention context learning under the project's temporal retrieval contract.,"Do not claim exact SKAPP reproduction or numerical comparability; this still uses anime pre-release inputs, fixed top-k padding, project embeddings, and proxy RRCP labels rather than SKAPP's social-media data and RRCP pretraining pipeline.",ok,,12729,15695,11486.8054,31500.2004,0.5269,0.876,0.7364,0.8278,2637,11512.0077,28709.7153,0.4046,0.8563,0.6758,0.989,2808,.exp/baseline/results/v2_01_14
C3-ProjectInputSKAPPGraphProxy,meanScore,metadata_text_image_rag_skapp_graph_proxy,project_input_skapp_graph_proxy,Xu et al. 2025 SKAPP,adapted,"SKAPP source code uses per-query retrieved visual/textual tensors, retrieved labels, RRCP threshold masking, a variable-length graph module, and RRCP-attention prediction.","Project anime metadata/text/image inputs are combined with fixed top-k train-only retrieved context tensors; a torch proxy applies RRCP-style masks, learned graph adjacency over query and retrieved tokens, and contribution-aware attention before regression.",Closest current project-input SKAPP architecture proxy: retrieved tensors plus RRCP-mask and graph/attention context learning under the project's temporal retrieval contract.,"Do not claim exact SKAPP reproduction or numerical comparability; this still uses anime pre-release inputs, fixed top-k padding, project embeddings, and proxy RRCP labels rather than SKAPP's social-media data and RRCP pretraining pipeline.",ok,,12729,15695,6.9937,8.9727,0.3507,0.6154,0.6336,,2637,8.5741,10.7671,-0.0355,0.4719,0.4918,,2808,.exp/baseline/results/v2_01_14
